,Jobs,Application Links,Location,Post Date,Closed Date,Status
10,Portfolio Management Division Internship-Development Finance Corporation (formerly Overseas Private Investment Corporation),https://www.usajobs.gov/GetJob/ViewDetails/561086400,"Washington, District of Columbia Washington, District of Columbia",02/26/2020,02/25/2021,OPEN
11,Food Security Internship-Development Finance Corporation (formerly Overseas Private Investment Corporation),https://www.usajobs.gov/GetJob/ViewDetails/587210600,"Washington, District of Columbia Washington, District of Columbia",12/15/2020,03/01/2021,OPEN
12,Pathways Internship Student Trainee (Public Notice Flyer)-Office of the Secretary of Health and Human Services,https://www.usajobs.gov/GetJob/ViewDetails/585956900,"Washington, District of Columbia Washington, District of Columbia",01/06/2021,06/28/2021,OPEN
13,Framework Monitoring Division Internship-Development Finance Corporation (formerly Overseas Private Investment Corporation),https://www.usajobs.gov/GetJob/ViewDetails/561089400,"Washington, District of Columbia Washington, District of Columbia",02/26/2020,02/25/2021,OPEN
14,"Student Trainee (Legal) ((Summer Intern))-Veterans Affairs, Inspector General",https://www.usajobs.gov/GetJob/ViewDetails/589554800,"Washington, District of Columbia Washington, District of Columbia",01/15/2021,01/29/2021,OPEN
15,Environmental Impact Analysis Internship-Development Finance Corporation (formerly Overseas Private Investment Corporation),https://www.usajobs.gov/GetJob/ViewDetails/561024800,"Washington, District of Columbia Washington, District of Columbia",02/26/2020,02/25/2021,OPEN
16,Social Enterprise Finance Internship-Development Finance Corporation (formerly Overseas Private Investment Corporation),https://www.usajobs.gov/GetJob/ViewDetails/561000900,"Washington, District of Columbia Washington, District of Columbia",02/26/2020,02/25/2021,OPEN
17,Socially Responsible Investment Internship-Development Finance Corporation (formerly Overseas Private Investment Corporation),https://www.usajobs.gov/GetJob/ViewDetails/561012900,"Washington, District of Columbia Washington, District of Columbia",02/26/2020,02/25/2021,OPEN
18,"Student Intern (Policy Analyst)-Justice, Office of the Inspector General",https://www.usajobs.gov/GetJob/ViewDetails/589960400,"Washington, District of Columbia Washington, District of Columbia",01/22/2021,01/24/2021,OPEN
19,Summer High School Intern Program (SHIP) (Volunteer)-National Institute of Standards and Technology,https://www.usajobs.gov/GetJob/ViewDetails/586831100,Multiple Locations,12/11/2020,02/01/2021,OPEN
20,"Dietetic Internship Director-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590149500,"Reno, Nevada Reno, Nevada",01/22/2021,02/05/2021,OPEN
21,INTERNATIONAL TRADE ANALYST-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589603100,"Washington, District of Columbia Washington, District of Columbia",01/18/2021,01/29/2021,OPEN
22,Legal Intern - Summer 2021-U. S. Sentencing Commission,https://www.usajobs.gov/GetJob/ViewDetails/586235500,"Washington, District of Columbia Washington, District of Columbia",12/04/2020,12/03/2021,OPEN
23,International Economist-Department of State - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/590020400,"Washington, District of Columbia Washington, District of Columbia",01/22/2021,02/04/2021,OPEN
24,STUDENT TRAINEE (Premier College Intern Program)-Air Force Civilian Career Training,https://www.usajobs.gov/GetJob/ViewDetails/577685300,Multiple Locations,09/01/2020,08/31/2021,OPEN
25,Internal Review Evaluator-Defense Logistics Agency,https://www.usajobs.gov/GetJob/ViewDetails/589895200,"Richmond, Virginia Richmond, Virginia",01/20/2021,01/31/2021,OPEN
26,Legal Intern (NTE 08/31/2021)-Federal Communications Commission,https://www.usajobs.gov/GetJob/ViewDetails/589962900,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,02/05/2021,OPEN
27,INTERNATIONAL PROGRAM MANAGER-U.S. Air Force - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/590064200,"MacDill AFB, Florida MacDill AFB, Florida",01/22/2021,02/04/2021,OPEN
28,28603 - OGC Unpaid Student Intern-Office of the Director of National Intelligence,https://www.usajobs.gov/GetJob/ViewDetails/559682500,"McLean, Virginia McLean, Virginia",02/12/2020,01/30/2021,OPEN
29,"Physician (General Internal Medicine)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584391800,"Palo Alto, California Palo Alto, California",11/12/2020,09/30/2021,OPEN
30,"Advanced Medical Support Assistant Internal-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/581867000,Multiple Locations,10/16/2020,04/30/2021,OPEN
31,"Advanced Medical Support Assistant Internal-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589248200,Multiple Locations,01/12/2021,09/30/2021,OPEN
32,Pathways Internship - Student Trainee (Civil Engineer)-Federal Highway Administration,https://www.usajobs.gov/GetJob/ViewDetails/583104700,Multiple Locations,10/29/2020,01/26/2021,OPEN
33,Internet Systems Specialist (Drupal Developer)-House of Representatives,https://www.usajobs.gov/GetJob/ViewDetails/588929900,"Washington DC, District of Columbia Washington DC, District of Columbia",01/08/2021,02/06/2021,OPEN
34,"INTERNAL REVENUE AGENT *Temp NTE 1 Year, MBE/MBP*-Internal Revenue Service",https://www.usajobs.gov/GetJob/ViewDetails/589158900,"Ogden, Utah Ogden, Utah",01/12/2021,01/26/2021,OPEN
35,International Broadcaster (Multimedia) (Hausa)-U.S. Agency for Global Media,https://www.usajobs.gov/GetJob/ViewDetails/589291100,"Washington, District of Columbia Washington, District of Columbia",01/13/2021,01/27/2021,OPEN
36,"Diagnostic Radiologic Technician (IR) - Internal-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589803900,"West Roxbury, Massachusetts West Roxbury, Massachusetts",01/20/2021,02/03/2021,OPEN
37,2021 Summer Internship Program (Graduate Students)-Congressional Budget Office,https://www.usajobs.gov/GetJob/ViewDetails/589010200,"Washington, District of Columbia Washington, District of Columbia",01/08/2021,02/26/2021,OPEN
38,Information Technology Management Student Intern-Government Accountability Office,https://www.usajobs.gov/GetJob/ViewDetails/589464300,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/14/2021,02/05/2021,OPEN
39,Information Technology Management Student Intern-Government Accountability Office,https://www.usajobs.gov/GetJob/ViewDetails/589468300,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/14/2021,02/05/2021,OPEN
40,"Lead Diagnostic Radiologic Technologist - Internal-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590081800,"Boston, Massachusetts Boston, Massachusetts",01/22/2021,02/05/2021,OPEN
41,The Federal Judicial Center - Information Technology Office Internships-Judicial Branch - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/566623500,"Washington, District of Columbia Washington, District of Columbia",04/27/2020,04/26/2021,OPEN
42,Internal Revenue Agent *TEMP NTE 1 YEAR MBE* (Reviewer)-Internal Revenue Service,https://www.usajobs.gov/GetJob/ViewDetails/589391500,"IRS Nationwide Locations, United States",01/13/2021,01/27/2021,OPEN
43,"Nursing Assistant - Internal Med/Surg, ED, Mental Health-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/580684800,"White River Junction, Vermont White River Junction, Vermont",10/02/2020,01/31/2021,OPEN
44,"Supervisory International Trade Specialist (Director)-Commerce, International Trade Administration",https://www.usajobs.gov/GetJob/ViewDetails/589503100,Multiple Locations,01/19/2021,02/07/2021,OPEN
45,"Supervisory International Trade Specialist (Director)-Commerce, International Trade Administration",https://www.usajobs.gov/GetJob/ViewDetails/589503700,Multiple Locations,01/19/2021,02/07/2021,OPEN
46,Student Trainee (Mathematical Statistician)-Food Safety and Inspection Service,https://www.usajobs.gov/GetJob/ViewDetails/589053700,"Washington, District of Columbia Washington, District of Columbia",01/11/2021,01/25/2021,OPEN
47,Safety and Occupational Health Specialist (Palace Acquire Intern)-Air Force Civilian Career Training,https://www.usajobs.gov/GetJob/ViewDetails/589058000,"Pittsburgh, Pennsylvania Pittsburgh, Pennsylvania",01/11/2021,09/30/2021,OPEN
48,"Physician (Family Practice, Internal Medicine, or Pediatrics)-Indian Health Service",https://www.usajobs.gov/GetJob/ViewDetails/588224400,Multiple Locations,12/29/2020,09/30/2021,OPEN
49,"Physician (Family Practice, Internal Medicine, or Pediatrics)-Indian Health Service",https://www.usajobs.gov/GetJob/ViewDetails/588224600,Multiple Locations,12/29/2020,09/30/2021,OPEN
50,Internal Revenue Agent (Technical Liaison (System Advocacy))-Internal Revenue Service,https://www.usajobs.gov/GetJob/ViewDetails/590095700,Multiple Locations,01/22/2021,02/04/2021,OPEN
51,Internal Revenue Agent *Temp NTE 1 YR* (Senior Program Specialist)-Internal Revenue Service,https://www.usajobs.gov/GetJob/ViewDetails/590096000,"IRS Nationwide Locations, United States",01/22/2021,02/04/2021,OPEN
52,DON PATHWAYS INTERNSHIP PROGRAM (STUDENT TRAINEE FINANCIAL TECHNICIAN)-Bureau of Naval Personnel,https://www.usajobs.gov/GetJob/ViewDetails/589537100,"Naval Post Graduate School, Monterey, California Naval Post Graduate School, Monterey, California",01/15/2021,01/25/2021,OPEN
53,STUDENT TRAINEE (FINANCIAL MANAGEMENT)-Air Force Materiel Command,https://www.usajobs.gov/GetJob/ViewDetails/589911000,"Kirtland AFB, New Mexico Kirtland AFB, New Mexico",01/21/2021,02/03/2021,OPEN
54,"Supervisory Internal Revenue Agent *MSP* *Temp NTE 1 Year, MBE/MBP* (Team Manager)-Internal Revenue Service",https://www.usajobs.gov/GetJob/ViewDetails/589569400,"Edison, New Jersey Edison, New Jersey",01/14/2021,01/29/2021,OPEN
55,"Internal Revenue Agent *Temp NTE 1 YR, MBE* (Sr Employee Plans &amp; Exempt Org Rev)-Internal Revenue Service",https://www.usajobs.gov/GetJob/ViewDetails/589727800,"IRS Nationwide Locations, United States",01/19/2021,02/01/2021,OPEN
56,"Internal Revenue Agent *Temp NTE 1 Yr, MBE* (Sr Employee Plans &amp; Exempt Org Rev)-Internal Revenue Service",https://www.usajobs.gov/GetJob/ViewDetails/589730000,Multiple Locations,01/20/2021,02/02/2021,OPEN
57,Internal Revenue Agent *Temp NTE 1 Year MBE 5 Years MBP* (Senior Program Analyst)-Internal Revenue Service,https://www.usajobs.gov/GetJob/ViewDetails/589785200,Multiple Locations,01/19/2021,02/01/2021,OPEN
58,"Supervisory Diagnostic Radiologic Technologist (Assistant Chief) - Internal-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589923700,"Jamaica Plain, Massachusetts Jamaica Plain, Massachusetts",01/21/2021,02/04/2021,OPEN
59,Student Trainee (Management and Program Analysis)-Department of Energy,https://www.usajobs.gov/GetJob/ViewDetails/589497500,"Richland, Washington Richland, Washington",01/15/2021,01/25/2021,OPEN
60,Internal Revenue Agent *TEMP NTE 1 YR MBE/MBP* (SB/SE Compliance User Support Specialist)-Internal Revenue Service,https://www.usajobs.gov/GetJob/ViewDetails/588981500,Multiple Locations,01/11/2021,01/25/2021,OPEN
61,Student Trainee (Maintenance Worker)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/590071500,Multiple Locations,01/22/2021,12/31/2021,OPEN
62,Student Trainee (Contracting)-Defense Information Systems Agency,https://www.usajobs.gov/GetJob/ViewDetails/590008600,"Scott AFB, Illinois Scott AFB, Illinois",01/21/2021,01/31/2021,OPEN
63,Contract Specialist-Air Force Civilian Career Training,https://www.usajobs.gov/GetJob/ViewDetails/580482000,Multiple Locations,10/01/2020,09/30/2021,OPEN
64,STUDENT TRAINEE (ENGINEERING AND ARCHITECTURE)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589976100,Multiple Locations,01/22/2021,02/01/2021,OPEN
65,Student Trainee-Air Force Civilian Career Training,https://www.usajobs.gov/GetJob/ViewDetails/577684600,Multiple Locations,09/01/2020,08/31/2021,OPEN
66,Student Honors Business Program (Fall 2020 & Spring 2021)-Securities and Exchange Commission,https://www.usajobs.gov/GetJob/ViewDetails/563052000,Multiple Locations,03/16/2020,03/15/2021,OPEN
67,Student Trainee (Clerical & Assistance)-Bureau of Reclamation,https://www.usajobs.gov/GetJob/ViewDetails/589562300,"Grand Coulee, Washington Grand Coulee, Washington",01/15/2021,01/28/2021,OPEN
68,STUDENT TRAINEE (ENGINEERING AND ARCHITECTURE)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589477500,"Winchester, Virginia Winchester, Virginia",01/18/2021,01/31/2021,OPEN
69,Student Trainee (Biological Science)-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/589246600,"West Lafayette, Indiana West Lafayette, Indiana",01/14/2021,01/27/2021,OPEN
70,Student Trainee (Office Automation)-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/589830000,"Albany, California Albany, California",01/20/2021,02/01/2021,OPEN
71,Student Trainee (Animal Caretaker)-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/590071300,"Athens, Georgia Athens, Georgia",01/22/2021,02/04/2021,OPEN
72,"Health System Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589653600,"Salt Lake City, Utah Salt Lake City, Utah",01/15/2021,02/05/2021,OPEN
73,Student Trainee (Administrative Support/ OA)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589480200,"Los Angeles, California Los Angeles, California",01/14/2021,01/28/2021,OPEN
74,Student Trainee (General)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589484400,Multiple Locations,01/14/2021,01/26/2021,OPEN
75,Acquisition Program Manager-Air Education and Training Command,https://www.usajobs.gov/GetJob/ViewDetails/581460800,Multiple Locations,10/13/2020,09/30/2021,OPEN
76,Student Volunteer Trainee (Summer 2021)-Office of Finance and Operations,https://www.usajobs.gov/GetJob/ViewDetails/588989800,"Washington, District of Columbia Washington, District of Columbia",01/11/2021,04/30/2021,OPEN
77,"Student Trainee (Intern)-Commander, Navy Installations",https://www.usajobs.gov/GetJob/ViewDetails/589584900,"Kitsap County, Washington Kitsap County, Washington",01/14/2021,12/31/2021,OPEN
78,Student Honors Legal Program (Fall 2020 & Spring 2021)-Securities and Exchange Commission,https://www.usajobs.gov/GetJob/ViewDetails/563007900,Multiple Locations,03/16/2020,03/15/2021,OPEN
79,Summer 2021 (2L) Student Honors Legal Program-Securities and Exchange Commission,https://www.usajobs.gov/GetJob/ViewDetails/575824400,Multiple Locations,08/07/2020,02/15/2021,OPEN
80,Engineer-Air Force Materiel Command,https://www.usajobs.gov/GetJob/ViewDetails/580005500,Multiple Locations,09/25/2020,09/24/2021,OPEN
81,Computer Scientist-Air Force Materiel Command,https://www.usajobs.gov/GetJob/ViewDetails/580014800,Multiple Locations,09/25/2020,09/24/2021,OPEN
82,Psychologist-Air Education and Training Command,https://www.usajobs.gov/GetJob/ViewDetails/580850100,Multiple Locations,10/19/2020,10/18/2021,OPEN
83,Operations Research Analyst-Air Force Materiel Command,https://www.usajobs.gov/GetJob/ViewDetails/580921400,Multiple Locations,10/06/2020,10/05/2021,OPEN
84,Acquisition Program Manager-Air Education and Training Command,https://www.usajobs.gov/GetJob/ViewDetails/581736000,Multiple Locations,10/15/2020,09/30/2021,OPEN
85,STUDENT TRAINEE (PARK RANGER)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588101300,"Huntington, Massachusetts Huntington, Massachusetts",01/19/2021,02/02/2021,OPEN
86,STUDENT TRAINEE (PARK RANGER)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588101600,"Huntington, Massachusetts Huntington, Massachusetts",01/19/2021,02/02/2021,OPEN
87,FOREIGN AFFAIRS SPECIALIST-HQ USAF and Support Elements,https://www.usajobs.gov/GetJob/ViewDetails/582812800,"Pentagon, Arlington, Virginia Pentagon, Arlington, Virginia",10/27/2020,09/30/2021,OPEN
88,Public Affairs Specialist-Air Force Civilian Career Training,https://www.usajobs.gov/GetJob/ViewDetails/582840500,Multiple Locations,10/27/2020,09/30/2021,OPEN
89,Student Trainee (Biological Sciences)-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/589966100,"Fort Pierce, Florida Fort Pierce, Florida",01/22/2021,02/04/2021,OPEN
90,Student Trainee (Librarian-Research)-Government Accountability Office,https://www.usajobs.gov/GetJob/ViewDetails/588982500,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/11/2021,02/01/2021,OPEN
91,Supervisory Human Resources Specialist-Defense Contract Management Agency,https://www.usajobs.gov/GetJob/ViewDetails/589700600,"Fort Lee, Virginia Fort Lee, Virginia",01/19/2021,02/03/2021,OPEN
92,Supervisory Human Resources Specialist-Defense Contract Management Agency,https://www.usajobs.gov/GetJob/ViewDetails/589700900,"Fort Lee, Virginia Fort Lee, Virginia",01/19/2021,02/03/2021,OPEN
93,"Social Worker (Substance Treatment Services)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/582808700,"Syracuse, New York Syracuse, New York",10/27/2020,02/05/2021,OPEN
94,Contract Specialist-Air Force Civilian Career Training,https://www.usajobs.gov/GetJob/ViewDetails/580485200,Multiple Locations,10/01/2020,09/30/2021,OPEN
95,"Licensed Professional Mental Health Counselor (Substance Treatment Services)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/582808200,"Syracuse, New York Syracuse, New York",10/27/2020,02/05/2021,OPEN
96,Student Trainee (Economist)-Natural Resources Conservation Service,https://www.usajobs.gov/GetJob/ViewDetails/589808700,"Athens, Georgia Athens, Georgia",01/22/2021,01/28/2021,OPEN
97,Summer 2021 Student Honors Business Graduate/Undergraduate Program-Securities and Exchange Commission,https://www.usajobs.gov/GetJob/ViewDetails/586053100,Multiple Locations,12/01/2020,02/15/2021,OPEN
98,"Physician (Nocturnist)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/587977800,"Jackson, Mississippi Jackson, Mississippi",12/23/2020,03/23/2021,OPEN
99,"Clinical Psychologist - Neuropsychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/587387400,"Dayton, Ohio Dayton, Ohio",12/16/2020,03/31/2021,OPEN
100,Student Trainee (Civil Engineering)-Federal Energy Regulatory Commission (FERC),https://www.usajobs.gov/GetJob/ViewDetails/589361400,"Portland, Oregon Portland, Oregon",01/13/2021,01/27/2021,OPEN
101,Student Trainee (Management and Program Analyst)-Government Accountability Office,https://www.usajobs.gov/GetJob/ViewDetails/589680200,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/19/2021,02/08/2021,OPEN
102,Student Trainee (Management and Program Analyst)-Government Accountability Office,https://www.usajobs.gov/GetJob/ViewDetails/589680300,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/19/2021,02/08/2021,OPEN
103,Supervisory Public Affairs Specialist-Immigration and Customs Enforcement,https://www.usajobs.gov/GetJob/ViewDetails/589473000,"Washington, District of Columbia Washington, District of Columbia",01/15/2021,01/29/2021,OPEN
104,Supervisory Public Affairs Specialist-Immigration and Customs Enforcement,https://www.usajobs.gov/GetJob/ViewDetails/589815000,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,02/04/2021,OPEN
105,Supervisory Program Specialist (CYS Services) NF-03-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589291300,"Hohenfels, Germany Hohenfels, Germany",01/13/2021,01/27/2021,OPEN
106,Inventory Management Specialist-Air Force Materiel Command,https://www.usajobs.gov/GetJob/ViewDetails/579006300,Multiple Locations,09/17/2020,09/16/2021,OPEN
107,Supervisory Program Specialist (CYS Services) NF-03-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589279800,"Vilseck, Germany Vilseck, Germany",01/13/2021,01/27/2021,OPEN
108,Research Associate-U. S. Sentencing Commission,https://www.usajobs.gov/GetJob/ViewDetails/588689800,"Washington, District of Columbia Washington, District of Columbia",01/06/2021,01/27/2021,OPEN
109,Supervisory Program Specialist (CYS Services) NF-03-Defense Logistics Agency,https://www.usajobs.gov/GetJob/ViewDetails/590096400,"Tracy, California Tracy, California",01/22/2021,02/02/2021,OPEN
110,Summer 2021 1L Student Honors Legal Program-Securities and Exchange Commission,https://www.usajobs.gov/GetJob/ViewDetails/581146500,Multiple Locations,10/07/2020,02/15/2021,OPEN
111,"Adv Med Support Assistant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588609900,"Bonham, Texas Bonham, Texas",01/05/2021,01/27/2021,OPEN
112,"Advanced Medical Support Assistant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590028100,Multiple Locations,01/21/2021,02/11/2021,OPEN
113,Student Trainee (Legal)-Federal Energy Regulatory Commission (FERC),https://www.usajobs.gov/GetJob/ViewDetails/589044300,"Washington, District of Columbia Washington, District of Columbia",01/11/2021,01/25/2021,OPEN
114,"Correctional Treatment Specialist (Drug Abuse Treatment Specialist)-Justice, Bureau of Prisons/Federal Prison System",https://www.usajobs.gov/GetJob/ViewDetails/589431700,"Yazoo City, Mississippi Yazoo City, Mississippi",01/14/2021,01/29/2021,OPEN
115,"Correctional Treatment Specialist (Drug Abuse Treatment Specialist)-Justice, Bureau of Prisons/Federal Prison System",https://www.usajobs.gov/GetJob/ViewDetails/589632600,"La Tuna, Texas La Tuna, Texas",01/15/2021,02/01/2021,OPEN
116,"Correctional Treatment Specialist (Drug Abuse Treatment Specialist)-Justice, Bureau of Prisons/Federal Prison System",https://www.usajobs.gov/GetJob/ViewDetails/589810100,"Seagoville, Texas Seagoville, Texas",01/20/2021,02/03/2021,OPEN
117,"Correctional Treatment Specialist (Drug Abuse Treatment Specialist)-Justice, Bureau of Prisons/Federal Prison System",https://www.usajobs.gov/GetJob/ViewDetails/589857000,"Phoenix, Arizona Phoenix, Arizona",01/20/2021,02/03/2021,OPEN
118,"Correctional Treatment Specialist (Drug Abuse Treatment Specialist)-Justice, Bureau of Prisons/Federal Prison System",https://www.usajobs.gov/GetJob/ViewDetails/590081000,"Pensacola, Florida Pensacola, Florida",01/22/2021,02/12/2021,OPEN
119,BIOENGINEER / BIOMEDICAL ENGINEER-U.S. Navy - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/571366000,Multiple Locations,06/19/2020,01/29/2021,OPEN
120,Student Trainee (Economics)-Federal Energy Regulatory Commission (FERC),https://www.usajobs.gov/GetJob/ViewDetails/589438800,"Washington, District of Columbia Washington, District of Columbia",01/14/2021,01/28/2021,OPEN
121,Student Trainee (Energy Industry Analyst)-Federal Energy Regulatory Commission (FERC),https://www.usajobs.gov/GetJob/ViewDetails/589439800,"Washington, District of Columbia Washington, District of Columbia",01/14/2021,01/28/2021,OPEN
122,Student Trainee (Economics)-Federal Energy Regulatory Commission (FERC),https://www.usajobs.gov/GetJob/ViewDetails/589439300,"Washington, District of Columbia Washington, District of Columbia",01/14/2021,01/28/2021,OPEN
123,Student Trainee (Energy Industry Analyst)-Federal Energy Regulatory Commission (FERC),https://www.usajobs.gov/GetJob/ViewDetails/589440100,"Washington, District of Columbia Washington, District of Columbia",01/14/2021,01/28/2021,OPEN
124,SUPERVISORY GENERAL ENGINEER (MISSION ASSURANCE DIRECTOR)-National Reconnaissance Office,https://www.usajobs.gov/GetJob/ViewDetails/589108400,"Chantilly, Virginia Chantilly, Virginia",01/11/2021,01/25/2021,OPEN
125,Volunteer Law Student - Summer 2021-Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,https://www.usajobs.gov/GetJob/ViewDetails/588580300,Multiple Locations,01/05/2021,01/31/2021,OPEN
126,PATHWAYS STUDENT TRAINEE (AUDITING)-Defense Contract Audit Agency,https://www.usajobs.gov/GetJob/ViewDetails/589412600,Multiple Locations,01/14/2021,01/25/2021,OPEN
127,Student Trainee (Human Resources)-Cybersecurity and Infrastructure Security Agency,https://www.usajobs.gov/GetJob/ViewDetails/586493700,"Arlington County, Virginia Arlington County, Virginia",12/14/2020,01/28/2021,OPEN
128,Student Trainee (Human Resources)-Cybersecurity and Infrastructure Security Agency,https://www.usajobs.gov/GetJob/ViewDetails/586914500,"Arlington County, Virginia Arlington County, Virginia",12/14/2020,01/28/2021,OPEN
129,Electronics Engineer-U.S. Army Acquisition Support Center,https://www.usajobs.gov/GetJob/ViewDetails/589323900,"Aberdeen Proving Ground, Maryland Aberdeen Proving Ground, Maryland",01/13/2021,01/26/2021,OPEN
130,COMPUTER ENGINEER (NETWORKS)-Defense Information Systems Agency,https://www.usajobs.gov/GetJob/ViewDetails/588926600,"Pentagon, Arlington, Virginia Pentagon, Arlington, Virginia",01/08/2021,02/07/2021,OPEN
131,Power System Dispatcher (Technical Writer)-Western Area Power Administration,https://www.usajobs.gov/GetJob/ViewDetails/589335300,"Phoenix, Arizona Phoenix, Arizona",01/13/2021,01/26/2021,OPEN
132,General Engineer-Federal Aviation Administration,https://www.usajobs.gov/GetJob/ViewDetails/589665800,"College Park, Georgia College Park, Georgia",01/16/2021,02/05/2021,OPEN
133,Student Trainee (Microbiology)-Food Safety and Inspection Service,https://www.usajobs.gov/GetJob/ViewDetails/589050400,"Saint Louis, Missouri Saint Louis, Missouri",01/11/2021,01/25/2021,OPEN
134,General Engineer-National Institutes of Health,https://www.usajobs.gov/GetJob/ViewDetails/589746100,Multiple Locations,01/21/2021,01/25/2021,OPEN
135,"Psychologist (PCMHI)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589785900,"Colorado Springs, Colorado Colorado Springs, Colorado",01/19/2021,02/08/2021,OPEN
